"ZCH1_SOLL";"ZCH2_SOLL";"ZCH3_SOLL";"GESAMT_SOLL";"ZCH1_IST";"ZCH2_IST";"ZCH3_IST";"GESAMT_IST";"ZFW";"ZFW_NEW";"MIN_REL";"SD_RELgrMIN";"ZFW_V3";"ZFW_V4";"ZFW_V5"
5;5;3;13;0;1;3;4;6,54370152488211;2,03821578904684;0;0,566;203,255578904684;2,92280144149316;203,142378904684
5;4;4;13;0;1;3;4;5,84370152488211;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
6;3;3;12;0;1;3;4;5,16699195881097;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
5;4;3;12;0;1;3;4;5,59370152488211;2,03821578904684;0;0,53;203,291578904684;2,99617720989885;203,185578904684
4;4;4;12;0;1;3;4;5,32842712474619;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
5;3;3;11;0;1;3;4;4,67703485821544;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
4;4;3;11;0;1;3;4;5,07842712474619;2,03821578904684;0;0,53;203,291578904684;2,99617720989885;203,185578904684
4;3;3;10;0;1;3;4;4,16176045807952;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
3;3;3;9;0;1;3;4;3,61284039028811;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
11;2;2;15;0;2;2;4;6,04010535453724;2,01415193225412;0;0;201,415193225412;4,02830386450825;201,415193225412
10;3;2;15;0;2;2;4;5,95674658523682;2,0439332926551;0;0,236;204,15732926551;3,6054983282436;204,11012926551
9;4;2;15;0;2;2;4;6,19615242270663;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
9;3;3;15;0;2;2;4;5,8628190893733;2,07371465305609;0;0;207,371465305608;4,14742930611217;207,371465305608
8;5;2;15;0;2;2;4;6,55682846001088;2,14508715533629;0;0,424;214,084715533629;3,38065735680999;213,999915533629
8;4;3;15;0;2;2;4;6,09016179334422;2,12097608856756;0;0,118;211,979608856756;3,99167699868416;211,956008856756
7;6;2;15;0;2;2;4;6,97018373732552;2,19905858650725;0;0,471;219,434858650725;3,36236057876958;219,340658650725
7;5;3;15;0;2;2;4;6,43685040399218;2,17486851573727;0;0,189;217,297851573727;3,93868688200019;217,260051573727
7;4;4;15;0;2;2;4;6,30351707065885;2,16823752407904;0;0;216,823752407904;4,33647504815809;216,823752407904
6;6;3;15;0;2;2;4;6,83365862547763;2,22883994690823;0;0,236;222,647994690823;3,93167366634612;222,600794690823
6;5;4;15;0;2;2;4;6,63365862547763;2,22212995124875;0;0,071;222,141995124875;4,28648867595884;222,127795124875
5;5;5;15;0;2;2;4;6,94370152488211;2,27602237841845;0;0;227,602237841845;4,55204475683691;227,602237841845
10;2;2;14;0;2;2;4;5,62341325190349;2,01415193225412;0;0;201,415193225412;4,02830386450825;201,415193225412
9;3;2;14;0;2;2;4;5,52948575603997;2,0439332926551;0;0,236;204,15732926551;3,6054983282436;204,11012926551
8;4;2;14;0;2;2;4;5,75682846001088;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
8;3;3;14;0;2;2;4;5,42349512667755;2,07371465305609;0;0;207,371465305608;4,14742930611217;207,371465305608
7;5;2;14;0;2;2;4;6,10351707065885;2,14508715533629;0;0,424;214,084715533629;3,38065735680999;213,999915533629
7;4;3;14;0;2;2;4;5,63685040399218;2,12097608856756;0;0,118;211,979608856756;3,99167699868416;211,956008856756
6;6;2;14;0;2;2;4;6,5003252921443;2,19905858650725;0;0,471;219,434858650725;3,36236057876958;219,340658650725
6;5;3;14;0;2;2;4;5,96699195881097;2,17486851573727;0;0,189;217,297851573727;3,93868688200019;217,260051573727
6;4;4;14;0;2;2;4;5,83365862547763;2,16823752407904;0;0;216,823752407904;4,33647504815809;216,823752407904
5;5;4;14;0;2;2;4;6,14370152488211;2,22212995124875;0;0,071;222,141995124875;4,28648867595884;222,127795124875
9;2;2;13;0;2;2;4;5,19615242270663;2,01415193225412;0;0;201,415193225412;4,02830386450825;201,415193225412
8;3;2;13;0;2;2;4;5,09016179334422;2,0439332926551;0;0,236;204,15732926551;3,6054983282436;204,11012926551
7;4;2;13;0;2;2;4;5,30351707065885;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
7;3;3;13;0;2;2;4;4,97018373732552;2,07371465305609;0;0;207,371465305608;4,14742930611217;207,371465305608
6;5;2;13;0;2;2;4;5,63365862547763;2,14508715533629;0;0,424;214,084715533629;3,38065735680999;213,999915533629
6;4;3;13;0;2;2;4;5,16699195881097;2,12097608856756;0;0,118;211,979608856756;3,99167699868416;211,956008856756
5;5;3;13;0;2;2;4;5,47703485821544;2,17486851573727;0;0,189;217,297851573727;3,93868688200019;217,260051573727
5;4;4;13;0;2;2;4;5,34370152488211;2,16823752407904;0;0;216,823752407904;4,33647504815809;216,823752407904
8;2;2;12;0;2;2;4;4,75682846001088;2,01415193225412;0;0;201,415193225412;4,02830386450825;201,415193225412
7;3;2;12;0;2;2;4;4,63685040399218;2,0439332926551;0;0,236;204,15732926551;3,6054983282436;204,11012926551
6;4;2;12;0;2;2;4;4,83365862547763;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
6;3;3;12;0;2;2;4;4,5003252921443;2,07371465305609;0;0;207,371465305608;4,14742930611217;207,371465305608
5;5;2;12;0;2;2;4;5,14370152488211;2,14508715533629;0;0,424;214,084715533629;3,38065735680999;213,999915533629
5;4;3;12;0;2;2;4;4,67703485821544;2,12097608856756;0;0,118;211,979608856756;3,99167699868416;211,956008856756
4;4;4;12;0;2;2;4;4,82842712474619;2,16823752407904;0;0;216,823752407904;4,33647504815809;216,823752407904
7;2;2;11;0;2;2;4;4,30351707065885;2,01415193225412;0;0;201,415193225412;4,02830386450825;201,415193225412
6;3;2;11;0;2;2;4;4,16699195881097;2,0439332926551;0;0,236;204,15732926551;3,6054983282436;204,11012926551
5;4;2;11;0;2;2;4;4,34370152488211;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
5;3;3;11;0;2;2;4;4,01036819154878;2,07371465305609;0;0;207,371465305608;4,14742930611217;207,371465305608
4;4;3;11;0;2;2;4;4,16176045807952;2,12097608856756;0;0,118;211,979608856756;3,99167699868416;211,956008856756
6;2;2;10;0;2;2;4;3,83365862547763;2,01415193225412;0;0;201,415193225412;4,02830386450825;201,415193225412
5;3;2;10;0;2;2;4;3,67703485821544;2,0439332926551;0;0,236;204,15732926551;3,6054983282436;204,11012926551
4;4;2;10;0;2;2;4;3,82842712474619;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
4;3;3;10;0;2;2;4;3,49509379141286;2,07371465305609;0;0;207,371465305608;4,14742930611217;207,371465305608
5;2;2;9;0;2;2;4;3,34370152488211;2,01415193225412;0;0;201,415193225412;4,02830386450825;201,415193225412
4;3;2;9;0;2;2;4;3,16176045807952;2,0439332926551;0;0,236;204,15732926551;3,6054983282436;204,11012926551
3;3;3;9;0;2;2;4;2,94617372362144;2,07371465305609;0;0;207,371465305608;4,14742930611217;207,371465305608
11;3;1;15;0;3;1;4;6,04010535453724;2,03821578904684;0;0;203,821578904684;4,07643157809367;203,821578904684
10;4;1;15;0;3;1;4;5,87341325190349;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
10;3;2;15;0;3;1;4;6,12341325190349;2,03821578904684;0;0,354;203,467578904684;3,35490318877109;203,396778904684
9;5;1;15;0;3;1;4;5,99615242270663;2,15705827755617;0;0,283;215,422827755617;3,70366906256395;215,366227755617
9;4;2;15;0;3;1;4;5,94615242270663;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
9;3;3;15;0;3;1;4;6,52948575603997;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
8;6;1;15;0;3;1;4;6,25682846001088;2,22883994690823;0;0,354;222,529994690823;3,66867055261094;222,459194690823
8;5;2;15;0;3;1;4;6,05682846001088;2,15705827755617;0;0,071;215,634827755617;4,16096541740585;215,620627755617
8;4;3;15;0;3;1;4;6,34016179334422;2,09119472816658;0;0,295;208,824472816658;3,56548701152403;208,765472816658
7;7;1;15;0;3;1;4;6,58923135637314;2,30208791212652;0;0,404;229,804791212652;3,67413230775393;229,723991212652
7;6;2;15;0;3;1;4;6,30351707065885;2,22883994690823;0;0;222,883994690823;4,45767989381646;222,883994690823
7;5;3;15;0;3;1;4;6,43685040399218;2,15705827755617;0;0,189;215,516827755617;3,90643254065423;215,479027755617
7;4;4;15;0;3;1;4;6,80351707065885;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
6;6;3;15;0;3;1;4;6,66699195881097;2,22883994690823;0;0,118;222,765994690823;4,19467678008129;222,742394690823
6;5;4;15;0;3;1;4;6,88365862547763;2,15705827755617;0;0,247;215,458827755617;3,78132316055597;215,409427755617
5;5;5;15;0;3;1;4;7,34370152488211;2,15705827755617;0;0,283;215,422827755617;3,70366906256395;215,366227755617
10;3;1;14;0;3;1;4;5,62341325190349;2,03821578904684;0;0;203,821578904684;4,07643157809367;203,821578904684
9;4;1;14;0;3;1;4;5,44615242270663;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
9;3;2;14;0;3;1;4;5,69615242270663;2,03821578904684;0;0,354;203,467578904684;3,35490318877109;203,396778904684
8;5;1;14;0;3;1;4;5,55682846001088;2,15705827755617;0;0,283;215,422827755617;3,70366906256395;215,366227755617
8;4;2;14;0;3;1;4;5,50682846001088;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
8;3;3;14;0;3;1;4;6,09016179334422;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
7;6;1;14;0;3;1;4;5,80351707065885;2,22883994690823;0;0,354;222,529994690823;3,66867055261094;222,459194690823
7;5;2;14;0;3;1;4;5,60351707065885;2,15705827755617;0;0,071;215,634827755617;4,16096541740585;215,620627755617
7;4;3;14;0;3;1;4;5,88685040399218;2,09119472816658;0;0,295;208,824472816658;3,56548701152403;208,765472816658
6;6;2;14;0;3;1;4;5,83365862547763;2,22883994690823;0;0;222,883994690823;4,45767989381646;222,883994690823
6;5;3;14;0;3;1;4;5,96699195881097;2,15705827755617;0;0,189;215,516827755617;3,90643254065423;215,479027755617
6;4;4;14;0;3;1;4;6,33365862547763;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
5;5;4;14;0;3;1;4;6,39370152488211;2,15705827755617;0;0,247;215,458827755617;3,78132316055597;215,409427755617
9;3;1;13;0;3;1;4;5,19615242270663;2,03821578904684;0;0;203,821578904684;4,07643157809367;203,821578904684
8;4;1;13;0;3;1;4;5,00682846001088;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
8;3;2;13;0;3;1;4;5,25682846001088;2,03821578904684;0;0,354;203,467578904684;3,35490318877109;203,396778904684
7;5;1;13;0;3;1;4;5,10351707065885;2,15705827755617;0;0,283;215,422827755617;3,70366906256395;215,366227755617
7;4;2;13;0;3;1;4;5,05351707065885;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
7;3;3;13;0;3;1;4;5,63685040399218;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
6;6;1;13;0;3;1;4;5,33365862547763;2,22883994690823;0;0,354;222,529994690823;3,66867055261094;222,459194690823
6;5;2;13;0;3;1;4;5,13365862547763;2,15705827755617;0;0,071;215,634827755617;4,16096541740585;215,620627755617
6;4;3;13;0;3;1;4;5,41699195881097;2,09119472816658;0;0,295;208,824472816658;3,56548701152403;208,765472816658
5;5;3;13;0;3;1;4;5,47703485821544;2,15705827755617;0;0,189;215,516827755617;3,90643254065423;215,479027755617
5;4;4;13;0;3;1;4;5,84370152488211;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
8;3;1;12;0;3;1;4;4,75682846001088;2,03821578904684;0;0;203,821578904684;4,07643157809367;203,821578904684
7;4;1;12;0;3;1;4;4,55351707065885;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
7;3;2;12;0;3;1;4;4,80351707065885;2,03821578904684;0;0,354;203,467578904684;3,35490318877109;203,396778904684
6;5;1;12;0;3;1;4;4,63365862547763;2,15705827755617;0;0,283;215,422827755617;3,70366906256395;215,366227755617
6;4;2;12;0;3;1;4;4,58365862547763;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
6;3;3;12;0;3;1;4;5,16699195881097;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
5;5;2;12;0;3;1;4;4,64370152488211;2,15705827755617;0;0,071;215,634827755617;4,16096541740585;215,620627755617
5;4;3;12;0;3;1;4;4,92703485821544;2,09119472816658;0;0,295;208,824472816658;3,56548701152403;208,765472816658
4;4;4;12;0;3;1;4;5,32842712474619;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
7;3;1;11;0;3;1;4;4,30351707065885;2,03821578904684;0;0;203,821578904684;4,07643157809367;203,821578904684
6;4;1;11;0;3;1;4;4,08365862547763;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
6;3;2;11;0;3;1;4;4,33365862547763;2,03821578904684;0;0,354;203,467578904684;3,35490318877109;203,396778904684
5;5;1;11;0;3;1;4;4,14370152488211;2,15705827755617;0;0,283;215,422827755617;3,70366906256395;215,366227755617
5;4;2;11;0;3;1;4;4,09370152488211;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
5;3;3;11;0;3;1;4;4,67703485821544;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
4;4;3;11;0;3;1;4;4,41176045807952;2,09119472816658;0;0,295;208,824472816658;3,56548701152403;208,765472816658
6;3;1;10;0;3;1;4;3,83365862547763;2,03821578904684;0;0;203,821578904684;4,07643157809367;203,821578904684
5;4;1;10;0;3;1;4;3,59370152488211;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
5;3;2;10;0;3;1;4;3,84370152488211;2,03821578904684;0;0,354;203,467578904684;3,35490318877109;203,396778904684
4;4;2;10;0;3;1;4;3,57842712474619;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
4;3;3;10;0;3;1;4;4,16176045807952;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
5;3;1;9;0;3;1;4;3,34370152488211;2,03821578904684;0;0;203,821578904684;4,07643157809367;203,821578904684
4;4;1;9;0;3;1;4;3,07842712474619;2,09119472816658;0;0,177;208,942472816658;3,81224798944768;208,907072816658
4;3;2;9;0;3;1;4;3,32842712474619;2,03821578904684;0;0,354;203,467578904684;3,35490318877109;203,396778904684
3;3;3;9;0;3;1;4;3,61284039028811;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
10;4;1;15;0;4;0;4;6,62341325190349;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
9;5;1;15;0;4;0;4;6,39615242270663;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
9;4;2;15;0;4;0;4;7,19615242270663;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
8;6;1;15;0;4;0;4;6,42349512667755;1,23591591303529;0;0,667;122,924591303529;1,64747591207604;122,791191303529
8;5;2;15;0;4;0;4;6,95682846001088;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
8;4;3;15;0;4;0;4;7,75682846001088;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
7;7;1;15;0;4;0;4;6,58923135637314;1,31644145828387;0;0,571;131,073145828387;1,88119484388765;130,958945828387
7;6;2;15;0;4;0;4;6,97018373732552;1,23591591303529;0;0,667;122,924591303529;1,64747591207604;122,791191303529
7;5;3;15;0;4;0;4;7,50351707065885;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
7;4;4;15;0;4;0;4;8,30351707065885;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
6;6;3;15;0;4;0;4;7,5003252921443;1,23591591303529;0;0,667;122,924591303529;1,64747591207604;122,791191303529
6;5;4;15;0;4;0;4;8,03365862547763;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
5;5;5;15;0;4;0;4;8,54370152488211;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
9;4;1;14;0;4;0;4;6,19615242270663;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
8;5;1;14;0;4;0;4;5,95682846001088;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
8;4;2;14;0;4;0;4;6,75682846001088;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
7;6;1;14;0;4;0;4;5,97018373732552;1,23591591303529;0;0,667;122,924591303529;1,64747591207604;122,791191303529
7;5;2;14;0;4;0;4;6,50351707065885;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
7;4;3;14;0;4;0;4;7,30351707065885;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
6;6;2;14;0;4;0;4;6,5003252921443;1,23591591303529;0;0,667;122,924591303529;1,64747591207604;122,791191303529
6;5;3;14;0;4;0;4;7,03365862547763;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
6;4;4;14;0;4;0;4;7,83365862547763;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
5;5;4;14;0;4;0;4;7,54370152488211;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
8;4;1;13;0;4;0;4;5,75682846001088;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
7;5;1;13;0;4;0;4;5,50351707065885;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
7;4;2;13;0;4;0;4;6,30351707065885;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
6;6;1;13;0;4;0;4;5,5003252921443;1,23591591303529;0;0,667;122,924591303529;1,64747591207604;122,791191303529
6;5;2;13;0;4;0;4;6,03365862547763;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
6;4;3;13;0;4;0;4;6,83365862547763;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
5;5;3;13;0;4;0;4;6,54370152488211;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
5;4;4;13;0;4;0;4;7,34370152488211;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
7;4;1;12;0;4;0;4;5,30351707065885;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
6;5;1;12;0;4;0;4;5,03365862547763;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
6;4;2;12;0;4;0;4;5,83365862547763;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
5;5;2;12;0;4;0;4;5,54370152488211;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
5;4;3;12;0;4;0;4;6,34370152488211;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
4;4;4;12;0;4;0;4;6,82842712474619;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
6;4;1;11;0;4;0;4;4,83365862547763;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
5;5;1;11;0;4;0;4;4,54370152488211;1,15968698886991;0;0,8;115,168698886991;1,39162438664389;115,008698886991
5;4;2;11;0;4;0;4;5,34370152488211;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
4;4;3;11;0;4;0;4;5,82842712474619;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
5;4;1;10;0;4;0;4;4,34370152488211;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
4;4;2;10;0;4;0;4;4,82842712474619;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
4;4;1;9;0;4;0;4;3,82842712474619;1,09178994967743;0;1;108,178994967743;1,09178994967743;107,978994967743
9;3;3;15;1;0;3;4;7,10560191423734;2,03821578904684;0;0,629;203,192578904684;2,79439384678321;203,066778904684
8;4;3;15;1;0;3;4;7,64194678969583;2,03821578904684;0;0,619;203,202578904684;2,81477600467368;203,078778904684
7;5;3;15;1;0;3;4;8,16176764374936;2,03821578904684;0;0,606;203,215578904684;2,84127280993129;203,094378904684
7;4;4;15;1;0;3;4;7,41176764374936;2,09119472816658;0;0,429;208,690472816658;3,2852669179497;208,604672816658
6;6;3;15;1;0;3;4;8,66226293435947;2,03821578904684;0;0,589;203,232578904684;2,87592247834509;203,114778904684
6;5;4;15;1;0;3;4;7,91226293435947;2,09119472816658;0;0,412;208,707472816658;3,32081722832854;208,625072816658
5;5;5;15;1;0;3;4;7,93996897592455;2,15705827755617;0;0,283;215,422827755617;3,70366906256395;215,366227755617
8;3;3;14;1;0;3;4;6,64194678969583;2,03821578904684;0;0,619;203,202578904684;2,81477600467368;203,078778904684
7;4;3;14;1;0;3;4;7,16176764374936;2,03821578904684;0;0,606;203,215578904684;2,84127280993129;203,094378904684
6;5;3;14;1;0;3;4;7,66226293435947;2,03821578904684;0;0,589;203,232578904684;2,87592247834509;203,114778904684
6;4;4;14;1;0;3;4;6,91226293435947;2,09119472816658;0;0,412;208,707472816658;3,32081722832854;208,625072816658
5;5;4;14;1;0;3;4;7,38996897592455;2,09119472816658;0;0,389;208,730472816658;3,36891470707637;208,652672816658
7;3;3;13;1;0;3;4;6,16176764374936;2,03821578904684;0;0,606;203,215578904684;2,84127280993129;203,094378904684
6;4;3;13;1;0;3;4;6,66226293435947;2,03821578904684;0;0,589;203,232578904684;2,87592247834509;203,114778904684
5;5;3;13;1;0;3;4;7,13996897592455;2,03821578904684;0;0,566;203,255578904684;2,92280144149316;203,142378904684
5;4;4;13;1;0;3;4;6,38996897592455;2,09119472816658;0;0,389;208,730472816658;3,36891470707637;208,652672816658
6;3;3;12;1;0;3;4;5,66226293435947;2,03821578904684;0;0,589;203,232578904684;2,87592247834509;203,114778904684
5;4;3;12;1;0;3;4;6,13996897592455;2,03821578904684;0;0,566;203,255578904684;2,92280144149316;203,142378904684
4;4;4;12;1;0;3;4;5,84099025766973;2,09119472816658;0;0,354;208,765472816658;3,4421065225622;208,694672816658
5;3;3;11;1;0;3;4;5,13996897592455;2,03821578904684;0;0,566;203,255578904684;2,92280144149316;203,142378904684
4;4;3;11;1;0;3;4;5,59099025766973;2,03821578904684;0;0,53;203,291578904684;2,99617720989885;203,185578904684
4;3;3;10;1;0;3;4;4,59099025766973;2,03821578904684;0;0,53;203,291578904684;2,99617720989885;203,185578904684
3;3;3;9;1;0;3;4;4,01311424753546;2,03821578904684;0;0,471;203,350578904684;3,11643194145261;203,256378904684
11;2;2;15;1;1;2;4;5,49182260705557;3,00707596612706;0,091;0,354;300,353596612706;4,94964704024514;300,282796612706
10;3;2;15;1;1;2;4;5,88829806737516;3,00707596612706;0,1;0,471;300,236596612706;4,59781915220828;300,142396612706
9;4;2;15;1;1;2;4;6,35560191423734;3,00707596612706;0,111;0,53;300,177596612706;4,42040167020678;300,071596612706
9;3;3;15;1;1;2;4;5,77226858090401;3,03685732652804;0,111;0,236;303,449732652804;5,35701632399547;303,402532652804
8;5;2;15;1;1;2;4;6,84194678969583;3,00707596612706;0,125;0,566;300,141596612706;4,31214693542621;300,028396612706
8;4;3;15;1;1;2;4;6,22528012302917;3,03685732652804;0,125;0,295;303,390732652804;5,17784174173031;303,331732652804
7;6;2;15;1;1;2;4;7,32843431041603;3,00707596612706;0,143;0,589;300,118596612706;4,24298418820528;300,000796612706
7;5;3;15;1;1;2;4;6,69510097708269;3,03685732652804;0,143;0,33;303,355732652804;5,07155173530183;303,289732652804
7;4;4;15;1;1;2;4;6,41176764374936;3,08411876203952;0,143;0,177;308,234876203952;5,62234850319805;308,199476203952
6;6;3;15;1;1;2;4;7,16226293435947;3,03685732652804;0,167;0;303,685732652804;6,07371465305608;303,685732652804
6;5;4;15;1;1;2;4;6,86226293435947;3,08411876203952;0,167;0,212;308,199876203952;5,51440434652667;308,157476203952
5;5;5;15;1;1;2;4;7,13996897592455;3,13801118920923;0,2;0;313,801118920923;6,27602237841845;313,801118920923
10;2;2;14;1;1;2;4;5,05496473404183;3,00707596612706;0,1;0,354;300,353596612706;4,94964704024514;300,282796612706
9;3;2;14;1;1;2;4;5,43893524757067;3,00707596612706;0,111;0,471;300,236596612706;4,59781915220828;300,142396612706
8;4;2;14;1;1;2;4;5,89194678969583;3,00707596612706;0,125;0,53;300,177596612706;4,42040167020678;300,071596612706
8;3;3;14;1;1;2;4;5,3086134563625;3,03685732652804;0,125;0,236;303,449732652804;5,35701632399547;303,402532652804
7;5;2;14;1;1;2;4;6,36176764374936;3,00707596612706;0,143;0,566;300,141596612706;4,31214693542621;300,028396612706
7;4;3;14;1;1;2;4;5,74510097708269;3,03685732652804;0,143;0,295;303,390732652804;5,17784174173031;303,331732652804
6;6;2;14;1;1;2;4;6,82892960102614;3,00707596612706;0,167;0;300,707596612706;6,01415193225412;300,707596612706
6;5;3;14;1;1;2;4;6,1955962676928;3,03685732652804;0,167;0,33;303,355732652804;5,07155173530183;303,289732652804
6;4;4;14;1;1;2;4;5,91226293435947;3,08411876203952;0,167;0,177;308,234876203952;5,62234850319805;308,199476203952
5;5;4;14;1;1;2;4;6,33996897592455;3,08411876203952;0,2;0;308,411876203952;6,16823752407904;308,411876203952
9;2;2;13;1;1;2;4;4,60560191423734;3,00707596612706;0,111;0,354;300,353596612706;4,94964704024514;300,282796612706
8;3;2;13;1;1;2;4;4,97528012302917;3,00707596612706;0,125;0,471;300,236596612706;4,59781915220828;300,142396612706
7;4;2;13;1;1;2;4;5,41176764374936;3,00707596612706;0,143;0,53;300,177596612706;4,42040167020678;300,071596612706
7;3;3;13;1;1;2;4;4,82843431041603;3,03685732652804;0,143;0,236;303,449732652804;5,35701632399547;303,402532652804
6;5;2;13;1;1;2;4;5,86226293435947;3,00707596612706;0,167;0,566;300,141596612706;4,31214693542621;300,028396612706
6;4;3;13;1;1;2;4;5,2455962676928;3,03685732652804;0,167;0,295;303,390732652804;5,17784174173031;303,331732652804
5;5;3;13;1;1;2;4;5,67330230925788;3,03685732652804;0,2;0;303,685732652804;6,07371465305608;303,685732652804
5;4;4;13;1;1;2;4;5,38996897592455;3,08411876203952;0,2;0,177;308,234876203952;5,62234850319805;308,199476203952
8;2;2;12;1;1;2;4;4,14194678969583;3,00707596612706;0,125;0,354;300,353596612706;4,94964704024514;300,282796612706
7;3;2;12;1;1;2;4;4,49510097708269;3,00707596612706;0,143;0,471;300,236596612706;4,59781915220828;300,142396612706
6;4;2;12;1;1;2;4;4,91226293435947;3,00707596612706;0,167;0,53;300,177596612706;4,42040167020678;300,071596612706
6;3;3;12;1;1;2;4;4,32892960102614;3,03685732652804;0,167;0,236;303,449732652804;5,35701632399547;303,402532652804
5;5;2;12;1;1;2;4;5,33996897592455;3,00707596612706;0,2;0;300,707596612706;6,01415193225412;300,707596612706
5;4;3;12;1;1;2;4;4,72330230925788;3,03685732652804;0,2;0,295;303,390732652804;5,17784174173031;303,331732652804
4;4;4;12;1;1;2;4;4,84099025766973;3,08411876203952;0,25;0;308,411876203952;6,16823752407904;308,411876203952
7;2;2;11;1;1;2;4;3,66176764374936;3,00707596612706;0,143;0,354;300,353596612706;4,94964704024514;300,282796612706
6;3;2;11;1;1;2;4;3,9955962676928;3,00707596612706;0,167;0,471;300,236596612706;4,59781915220828;300,142396612706
5;4;2;11;1;1;2;4;4,38996897592455;3,00707596612706;0,2;0,53;300,177596612706;4,42040167020678;300,071596612706
5;3;3;11;1;1;2;4;3,80663564259122;3,03685732652804;0,2;0,236;303,449732652804;5,35701632399547;303,402532652804
